age,job,marital,education,default,housing,loan,contact,month,poutcome,y
31,management,single,tertiary,no,yes,no,cellular,apr,unknown,no
41,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
52,services,married,secondary,no,yes,no,cellular,apr,failure,no
35,services,divorced,tertiary,no,yes,no,cellular,apr,unknown,no
65,management,married,secondary,no,no,no,cellular,apr,unknown,yes
52,management,married,tertiary,no,yes,no,cellular,apr,failure,no
40,technician,married,secondary,no,no,no,cellular,apr,unknown,no
43,services,married,secondary,no,yes,no,cellular,apr,unknown,no
39,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
35,admin.,married,secondary,no,yes,no,cellular,apr,failure,no
86,retired,married,primary,no,no,no,cellular,apr,unknown,no
43,services,married,primary,no,yes,no,telephone,apr,failure,yes
51,services,married,secondary,no,yes,no,cellular,apr,unknown,no
37,services,married,secondary,no,yes,no,cellular,apr,unknown,no
51,entrepreneur,married,primary,no,yes,yes,cellular,apr,unknown,no
70,retired,divorced,primary,no,no,no,cellular,apr,unknown,yes
32,services,married,secondary,no,yes,no,cellular,apr,failure,yes
46,technician,married,secondary,no,yes,no,cellular,apr,unknown,yes
40,services,divorced,secondary,no,yes,no,cellular,apr,failure,no
33,management,single,tertiary,no,yes,no,cellular,apr,failure,yes
30,services,married,secondary,no,yes,yes,cellular,apr,unknown,no
30,blue-collar,single,secondary,no,no,no,cellular,apr,unknown,no
33,management,married,secondary,no,no,no,cellular,apr,unknown,yes
28,technician,single,tertiary,no,yes,no,cellular,apr,unknown,no
61,retired,married,primary,no,yes,no,cellular,apr,unknown,no
41,services,married,secondary,no,yes,yes,cellular,apr,unknown,no
39,admin.,single,secondary,no,yes,no,cellular,apr,unknown,no
37,management,married,tertiary,no,yes,no,cellular,apr,unknown,no
46,management,married,secondary,no,yes,no,cellular,apr,failure,no
32,services,single,secondary,no,yes,no,cellular,apr,unknown,no
32,technician,single,secondary,no,yes,yes,cellular,apr,failure,no
49,blue-collar,married,primary,no,yes,no,telephone,apr,unknown,no
48,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
36,technician,married,tertiary,no,yes,no,cellular,apr,unknown,no
57,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
53,self-employed,divorced,secondary,no,yes,yes,cellular,apr,failure,no
33,management,married,tertiary,no,yes,yes,cellular,apr,unknown,no
26,technician,married,secondary,no,no,no,cellular,apr,unknown,no
36,self-employed,married,tertiary,no,no,no,cellular,apr,unknown,no
32,technician,married,secondary,no,yes,yes,cellular,apr,failure,no
33,blue-collar,married,secondary,no,no,no,cellular,apr,unknown,no
47,unemployed,divorced,secondary,yes,yes,no,cellular,apr,unknown,no
31,blue-collar,married,secondary,no,yes,yes,cellular,apr,failure,no
36,management,married,secondary,no,yes,no,cellular,apr,failure,no
38,admin.,married,tertiary,no,no,no,cellular,apr,unknown,no
34,services,single,secondary,no,yes,yes,cellular,apr,other,no
33,admin.,married,secondary,no,no,no,cellular,apr,unknown,yes
58,self-employed,married,tertiary,no,no,no,cellular,apr,unknown,no
61,management,married,tertiary,no,yes,no,cellular,apr,unknown,no
57,services,married,primary,no,yes,no,cellular,apr,unknown,yes
50,self-employed,married,tertiary,no,yes,no,cellular,apr,failure,no
62,blue-collar,married,secondary,no,no,no,cellular,apr,unknown,yes
41,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,no
32,services,single,secondary,no,no,no,cellular,apr,unknown,yes
34,management,married,tertiary,no,no,no,cellular,apr,unknown,no
28,management,married,secondary,no,yes,no,cellular,apr,unknown,no
33,management,married,tertiary,no,yes,no,cellular,apr,unknown,no
39,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,yes
70,retired,married,unknown,no,no,no,cellular,apr,unknown,no
29,management,married,tertiary,no,no,no,cellular,apr,failure,no
41,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,yes
38,blue-collar,divorced,secondary,no,yes,no,cellular,apr,unknown,no
44,management,single,tertiary,no,yes,yes,cellular,apr,unknown,no
38,technician,single,secondary,no,no,no,cellular,apr,failure,no
31,services,single,secondary,no,yes,no,cellular,apr,unknown,no
76,housemaid,divorced,primary,no,no,no,telephone,apr,unknown,yes
36,admin.,single,secondary,no,yes,no,cellular,apr,unknown,yes
58,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,no
58,retired,divorced,primary,no,no,yes,cellular,apr,unknown,no
53,housemaid,married,primary,no,no,no,cellular,apr,unknown,no
44,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,no
47,housemaid,married,tertiary,no,no,no,cellular,apr,unknown,no
27,technician,single,secondary,no,yes,no,cellular,apr,unknown,yes
54,blue-collar,divorced,primary,no,yes,no,cellular,apr,success,no
19,student,single,secondary,no,no,no,telephone,apr,unknown,no
59,blue-collar,married,primary,no,no,no,telephone,apr,unknown,no
32,management,single,tertiary,no,yes,no,cellular,apr,failure,no
42,admin.,divorced,secondary,no,yes,no,cellular,apr,failure,no
32,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
31,admin.,single,secondary,no,yes,no,cellular,apr,unknown,no
50,services,married,secondary,no,yes,no,cellular,apr,failure,no
27,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,no
31,management,single,tertiary,no,yes,no,cellular,apr,unknown,no
44,blue-collar,married,primary,no,yes,no,cellular,apr,failure,no
38,management,single,tertiary,no,yes,no,cellular,apr,failure,yes
35,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
32,housemaid,divorced,secondary,no,yes,no,cellular,apr,unknown,no
37,blue-collar,single,tertiary,no,yes,no,cellular,apr,failure,no
69,retired,married,secondary,no,no,no,telephone,apr,unknown,no
40,technician,married,tertiary,no,yes,no,cellular,apr,unknown,no
30,unemployed,single,tertiary,no,no,no,cellular,apr,unknown,no
31,services,married,secondary,no,yes,no,cellular,apr,unknown,no
34,technician,single,secondary,no,yes,no,cellular,apr,failure,no
40,admin.,single,secondary,no,yes,no,cellular,apr,other,no
34,technician,single,tertiary,no,yes,no,cellular,apr,success,no
37,management,single,tertiary,no,yes,no,cellular,apr,failure,no
30,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
56,blue-collar,married,primary,no,no,no,cellular,apr,unknown,yes
31,management,single,secondary,no,no,no,cellular,apr,unknown,no
51,unemployed,married,tertiary,no,no,no,cellular,apr,unknown,yes
39,management,married,tertiary,no,no,no,cellular,apr,unknown,yes
35,management,divorced,tertiary,no,no,no,cellular,apr,unknown,yes
52,blue-collar,married,primary,no,yes,no,cellular,apr,other,no
59,management,divorced,tertiary,no,yes,no,cellular,apr,unknown,no
32,blue-collar,married,secondary,yes,yes,no,cellular,apr,other,yes
51,housemaid,married,unknown,no,yes,no,cellular,apr,other,yes
33,services,married,secondary,no,yes,no,cellular,apr,failure,no
37,technician,married,secondary,no,no,no,cellular,apr,unknown,yes
39,technician,married,secondary,no,yes,no,cellular,apr,failure,no
72,retired,married,secondary,no,no,no,telephone,apr,unknown,no
32,blue-collar,single,secondary,no,yes,no,cellular,apr,other,no
36,blue-collar,married,primary,no,yes,no,cellular,apr,failure,no
32,self-employed,single,secondary,no,yes,no,cellular,apr,failure,no
29,blue-collar,single,secondary,no,yes,no,cellular,apr,failure,no
42,technician,divorced,secondary,no,no,no,cellular,apr,other,no
33,housemaid,single,tertiary,no,yes,no,cellular,apr,failure,no
67,retired,married,primary,no,no,no,cellular,apr,unknown,no
40,technician,married,secondary,no,yes,no,cellular,apr,unknown,no
35,management,single,tertiary,no,yes,no,cellular,apr,failure,no
43,blue-collar,single,secondary,no,yes,no,cellular,apr,failure,no
32,technician,single,secondary,no,yes,yes,cellular,apr,failure,no
29,admin.,divorced,secondary,no,yes,no,telephone,apr,other,no
31,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
41,admin.,married,secondary,no,yes,no,cellular,apr,failure,no
49,blue-collar,divorced,secondary,no,yes,no,cellular,apr,unknown,no
57,blue-collar,divorced,primary,no,yes,no,cellular,apr,failure,no
34,technician,single,secondary,no,yes,no,cellular,apr,failure,no
43,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
42,blue-collar,married,unknown,no,yes,no,cellular,apr,failure,no
28,management,married,tertiary,no,yes,no,cellular,apr,unknown,no
46,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
33,self-employed,married,tertiary,no,yes,no,cellular,apr,unknown,no
39,blue-collar,married,primary,no,yes,no,cellular,apr,failure,no
29,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,no
39,management,married,tertiary,no,yes,no,cellular,apr,failure,no
33,management,single,secondary,no,yes,yes,cellular,apr,failure,no
34,technician,married,tertiary,no,yes,no,cellular,apr,other,no
28,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
52,admin.,married,secondary,no,yes,no,cellular,apr,other,no
31,technician,single,tertiary,no,yes,no,cellular,apr,failure,no
37,management,single,tertiary,no,yes,no,cellular,apr,unknown,no
33,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
42,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
37,services,married,secondary,no,yes,yes,cellular,apr,failure,no
36,management,single,tertiary,no,yes,no,cellular,apr,unknown,no
36,blue-collar,divorced,secondary,no,yes,no,cellular,apr,failure,no
54,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
29,blue-collar,single,secondary,no,yes,yes,cellular,apr,unknown,no
58,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,no
38,admin.,married,secondary,no,yes,no,cellular,apr,unknown,no
33,blue-collar,married,primary,no,yes,yes,cellular,apr,failure,no
52,entrepreneur,single,tertiary,no,yes,no,cellular,apr,success,yes
50,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,no
39,management,divorced,tertiary,no,yes,yes,cellular,apr,unknown,no
35,services,single,secondary,no,yes,yes,cellular,apr,unknown,no
23,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
38,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
30,management,single,tertiary,no,yes,no,cellular,apr,failure,no
47,technician,married,secondary,no,yes,no,cellular,apr,unknown,no
26,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,no
33,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,no
31,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,no
37,management,single,secondary,no,yes,no,cellular,apr,unknown,no
35,admin.,single,secondary,no,yes,no,cellular,apr,other,no
38,services,divorced,secondary,no,yes,no,cellular,apr,failure,no
39,blue-collar,married,tertiary,no,yes,no,cellular,apr,unknown,no
24,blue-collar,single,secondary,no,yes,no,cellular,apr,failure,no
37,technician,divorced,tertiary,no,yes,no,cellular,apr,failure,no
39,services,divorced,secondary,no,yes,yes,cellular,apr,failure,no
31,management,single,tertiary,no,yes,no,cellular,apr,unknown,no
20,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,yes
31,services,divorced,secondary,no,yes,no,cellular,apr,unknown,no
33,management,married,tertiary,no,yes,no,cellular,apr,unknown,no
28,services,single,secondary,no,yes,no,cellular,apr,unknown,no
36,management,married,tertiary,no,no,no,cellular,apr,unknown,no
56,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,no
28,admin.,married,unknown,no,yes,no,cellular,apr,unknown,no
43,blue-collar,married,unknown,no,yes,no,cellular,apr,failure,no
35,technician,married,secondary,no,yes,no,cellular,apr,failure,yes
25,blue-collar,single,unknown,no,yes,no,cellular,apr,failure,no
29,technician,single,secondary,no,yes,no,cellular,apr,unknown,no
47,admin.,married,secondary,no,no,no,cellular,apr,unknown,yes
39,management,divorced,secondary,no,no,no,cellular,apr,failure,no
51,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
48,technician,married,tertiary,no,no,no,cellular,apr,unknown,no
37,management,single,unknown,no,yes,no,cellular,apr,unknown,no
31,technician,married,secondary,no,no,no,cellular,apr,unknown,yes
40,services,single,secondary,no,yes,no,telephone,apr,unknown,no
51,management,single,tertiary,no,yes,no,cellular,apr,unknown,no
29,blue-collar,married,primary,no,yes,no,cellular,apr,failure,no
47,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
37,management,married,tertiary,no,yes,no,cellular,apr,unknown,no
46,blue-collar,single,primary,no,yes,no,cellular,apr,failure,no
25,management,single,tertiary,no,yes,yes,cellular,apr,unknown,yes
32,admin.,married,secondary,no,yes,no,cellular,apr,unknown,no
34,management,single,unknown,no,yes,no,cellular,apr,other,no
30,unemployed,single,secondary,no,yes,no,cellular,apr,unknown,no
54,housemaid,married,secondary,no,yes,no,cellular,apr,failure,no
33,self-employed,single,tertiary,no,yes,no,cellular,apr,failure,no
40,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
33,unemployed,married,tertiary,no,yes,yes,cellular,apr,unknown,no
49,services,married,secondary,no,yes,no,cellular,apr,unknown,yes
35,management,divorced,tertiary,no,yes,no,cellular,apr,unknown,no
24,student,married,unknown,no,no,no,cellular,apr,unknown,no
37,unemployed,divorced,tertiary,no,yes,no,cellular,apr,unknown,no
35,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
54,blue-collar,married,secondary,no,no,no,telephone,apr,failure,no
39,management,married,tertiary,no,yes,yes,cellular,apr,failure,no
51,entrepreneur,married,secondary,no,yes,yes,cellular,apr,failure,no
36,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
30,management,single,tertiary,no,no,no,cellular,apr,unknown,yes
37,technician,married,secondary,no,yes,no,cellular,apr,unknown,no
55,management,single,unknown,no,no,no,cellular,apr,unknown,no
30,admin.,married,primary,no,yes,yes,cellular,apr,unknown,no
35,blue-collar,single,secondary,no,yes,no,cellular,apr,other,yes
57,admin.,divorced,primary,no,yes,no,cellular,apr,failure,no
47,entrepreneur,married,secondary,no,yes,no,telephone,apr,failure,no
44,management,married,primary,no,no,no,cellular,apr,unknown,yes
38,technician,married,tertiary,no,yes,no,cellular,apr,unknown,no
36,admin.,single,secondary,no,yes,no,cellular,apr,unknown,no
48,services,married,secondary,no,yes,no,cellular,apr,failure,no
41,blue-collar,married,primary,no,yes,yes,cellular,apr,unknown,no
46,services,married,secondary,no,yes,no,cellular,apr,failure,no
35,management,single,tertiary,no,yes,no,cellular,apr,unknown,no
45,management,divorced,secondary,no,yes,no,cellular,apr,unknown,no
38,blue-collar,married,primary,no,yes,no,cellular,apr,other,no
74,retired,married,secondary,no,no,no,telephone,apr,unknown,no
33,management,married,tertiary,no,yes,yes,cellular,apr,failure,no
34,management,married,tertiary,no,yes,no,cellular,apr,unknown,no
42,blue-collar,married,secondary,no,yes,yes,cellular,apr,unknown,yes
30,blue-collar,single,secondary,no,yes,no,cellular,apr,failure,no
31,admin.,single,secondary,no,yes,no,cellular,apr,unknown,no
40,self-employed,married,secondary,no,yes,no,cellular,apr,failure,no
32,blue-collar,single,primary,no,yes,no,cellular,apr,failure,no
31,blue-collar,single,secondary,no,yes,no,cellular,apr,other,no
36,management,married,tertiary,no,no,no,cellular,apr,unknown,no
29,admin.,married,secondary,no,no,no,cellular,apr,other,no
48,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
27,blue-collar,married,secondary,no,yes,no,cellular,apr,other,no
38,technician,divorced,secondary,no,yes,no,cellular,apr,unknown,no
31,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,no
28,admin.,married,secondary,no,yes,no,cellular,apr,unknown,no
30,admin.,married,tertiary,no,yes,no,cellular,apr,failure,no
29,management,single,tertiary,no,no,no,cellular,apr,unknown,yes
35,blue-collar,married,primary,no,no,no,cellular,apr,unknown,no
37,management,married,tertiary,no,no,no,cellular,apr,unknown,no
42,admin.,married,secondary,no,yes,yes,cellular,apr,other,no
31,blue-collar,single,secondary,no,yes,no,cellular,apr,failure,no
35,management,married,tertiary,no,yes,no,cellular,apr,unknown,no
50,entrepreneur,married,secondary,no,no,no,cellular,apr,unknown,no
40,technician,married,primary,no,yes,no,cellular,apr,failure,no
38,blue-collar,divorced,secondary,no,yes,no,cellular,apr,failure,no
30,admin.,single,secondary,no,yes,yes,cellular,apr,failure,no
27,technician,single,secondary,no,yes,no,cellular,apr,unknown,no
42,technician,divorced,secondary,no,no,no,cellular,apr,unknown,yes
54,blue-collar,married,primary,no,yes,no,telephone,apr,failure,no
43,technician,married,secondary,no,yes,no,cellular,apr,unknown,no
30,technician,single,tertiary,no,yes,no,cellular,apr,unknown,no
48,management,single,tertiary,no,yes,no,cellular,apr,unknown,no
51,admin.,divorced,secondary,no,yes,yes,cellular,apr,unknown,no
20,student,single,secondary,no,no,no,telephone,apr,unknown,no
45,housemaid,married,primary,no,no,no,cellular,apr,unknown,no
43,management,married,tertiary,no,yes,no,cellular,apr,unknown,yes
38,technician,single,secondary,no,yes,no,cellular,apr,unknown,no
50,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
56,admin.,married,secondary,no,yes,yes,cellular,apr,unknown,no
53,services,married,secondary,no,yes,yes,cellular,apr,unknown,no
31,admin.,married,secondary,no,yes,no,cellular,apr,unknown,no
49,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
36,technician,single,secondary,no,yes,no,cellular,apr,unknown,yes
32,self-employed,single,tertiary,no,yes,no,cellular,apr,failure,no
43,blue-collar,married,primary,no,yes,no,cellular,apr,other,no
29,admin.,married,secondary,no,yes,no,cellular,apr,unknown,no
38,admin.,married,secondary,no,yes,no,cellular,apr,failure,no
36,management,single,tertiary,no,yes,no,cellular,apr,failure,no
50,services,married,secondary,no,yes,no,cellular,apr,unknown,no
35,technician,married,secondary,no,yes,no,cellular,apr,unknown,no
36,blue-collar,single,primary,no,yes,no,cellular,apr,failure,no
37,technician,married,secondary,no,yes,no,cellular,apr,other,no
47,management,married,secondary,no,yes,no,cellular,apr,unknown,no
36,technician,single,tertiary,no,yes,no,cellular,apr,success,no
43,admin.,married,secondary,no,no,no,cellular,apr,unknown,no
48,blue-collar,married,secondary,no,yes,no,cellular,apr,other,no
41,admin.,single,secondary,no,yes,no,cellular,apr,unknown,no
36,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
42,blue-collar,married,unknown,no,yes,no,cellular,apr,other,no
37,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,no
31,management,single,tertiary,no,yes,no,cellular,apr,failure,no
26,technician,married,unknown,no,yes,no,cellular,apr,unknown,no
44,management,divorced,tertiary,no,yes,no,cellular,apr,failure,no
35,admin.,divorced,secondary,no,yes,no,cellular,apr,unknown,no
47,management,married,tertiary,no,yes,no,cellular,apr,failure,no
42,blue-collar,married,primary,no,yes,yes,cellular,apr,failure,no
36,technician,married,tertiary,no,yes,no,cellular,apr,unknown,yes
37,admin.,single,secondary,no,yes,no,cellular,apr,unknown,no
24,admin.,single,secondary,no,yes,no,cellular,apr,unknown,no
32,services,married,secondary,no,yes,no,cellular,apr,failure,yes
32,management,married,primary,no,yes,no,cellular,apr,unknown,no
35,services,married,tertiary,no,yes,yes,cellular,apr,unknown,no
44,services,divorced,secondary,no,yes,no,cellular,apr,unknown,no
35,management,married,tertiary,no,yes,yes,cellular,apr,unknown,no
38,self-employed,married,tertiary,no,yes,no,cellular,apr,failure,no
42,services,married,secondary,no,yes,no,telephone,apr,failure,no
48,admin.,single,secondary,no,yes,no,cellular,apr,unknown,no
33,blue-collar,single,secondary,no,yes,yes,cellular,apr,failure,no
36,admin.,single,tertiary,no,yes,no,cellular,apr,unknown,no
49,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
26,technician,single,tertiary,no,yes,no,cellular,apr,unknown,no
39,blue-collar,married,primary,no,yes,no,cellular,apr,failure,no
32,management,single,secondary,no,yes,no,cellular,apr,failure,no
38,technician,married,secondary,no,yes,no,cellular,apr,failure,no
32,services,married,secondary,no,yes,yes,telephone,apr,failure,no
39,admin.,married,secondary,no,yes,no,cellular,apr,unknown,no
29,technician,single,tertiary,no,yes,no,cellular,apr,other,no
40,blue-collar,married,primary,no,yes,no,cellular,apr,other,no
43,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
42,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
20,student,single,unknown,no,yes,no,telephone,apr,unknown,no
33,technician,single,tertiary,no,yes,no,cellular,apr,other,no
38,management,married,tertiary,no,yes,no,telephone,apr,unknown,no
36,technician,married,primary,no,yes,no,cellular,apr,other,no
53,admin.,married,secondary,no,yes,no,cellular,apr,failure,no
32,blue-collar,married,primary,no,no,no,cellular,apr,other,no
41,blue-collar,married,primary,no,yes,no,cellular,apr,failure,no
35,management,divorced,secondary,no,yes,no,cellular,apr,failure,no
34,management,single,tertiary,no,yes,no,cellular,apr,unknown,no
47,entrepreneur,divorced,secondary,no,yes,yes,cellular,apr,failure,no
31,admin.,married,secondary,no,yes,no,cellular,apr,success,no
30,technician,single,secondary,no,yes,no,cellular,apr,unknown,no
54,technician,married,secondary,no,no,yes,cellular,apr,unknown,yes
38,services,married,secondary,no,yes,no,telephone,apr,other,no
42,technician,divorced,secondary,no,yes,no,cellular,apr,failure,no
32,entrepreneur,divorced,secondary,no,yes,yes,cellular,apr,unknown,no
34,technician,married,tertiary,no,yes,no,cellular,apr,unknown,no
38,management,married,tertiary,no,yes,no,cellular,apr,unknown,no
36,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
39,services,divorced,secondary,no,yes,no,cellular,apr,unknown,no
41,admin.,single,secondary,no,yes,no,cellular,apr,unknown,no
50,management,married,tertiary,no,no,no,cellular,apr,unknown,yes
24,admin.,married,secondary,no,yes,no,cellular,apr,unknown,no
45,blue-collar,married,primary,no,yes,no,cellular,apr,failure,no
33,technician,married,tertiary,no,yes,no,cellular,apr,unknown,no
27,technician,single,secondary,no,yes,no,cellular,apr,success,no
24,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,no
35,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,no
34,blue-collar,married,primary,no,yes,no,cellular,apr,failure,no
39,management,single,tertiary,no,yes,no,cellular,apr,unknown,no
32,technician,single,secondary,no,yes,yes,cellular,apr,unknown,no
34,self-employed,single,tertiary,no,yes,no,cellular,apr,unknown,no
41,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
42,admin.,married,secondary,no,yes,no,cellular,apr,unknown,no
54,services,divorced,unknown,no,yes,no,cellular,apr,unknown,no
66,retired,married,tertiary,no,no,no,telephone,apr,unknown,no
35,admin.,married,secondary,no,yes,yes,cellular,apr,unknown,no
39,admin.,divorced,secondary,no,yes,yes,cellular,apr,unknown,no
41,admin.,married,secondary,no,yes,no,cellular,apr,unknown,no
77,retired,divorced,primary,no,no,no,telephone,apr,unknown,no
42,self-employed,married,tertiary,no,yes,no,cellular,apr,unknown,no
42,admin.,single,secondary,no,yes,no,cellular,apr,failure,no
43,blue-collar,married,unknown,no,yes,no,cellular,apr,unknown,no
44,blue-collar,divorced,primary,no,yes,no,cellular,apr,failure,no
33,admin.,divorced,secondary,no,yes,yes,cellular,apr,unknown,no
35,management,married,tertiary,no,yes,no,cellular,apr,other,no
46,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
35,management,married,secondary,no,yes,yes,cellular,apr,unknown,no
53,blue-collar,married,primary,no,yes,no,cellular,apr,failure,no
33,management,single,tertiary,no,yes,no,cellular,apr,other,no
32,technician,single,tertiary,no,yes,no,cellular,apr,failure,yes
28,student,single,tertiary,no,no,no,cellular,apr,unknown,yes
40,blue-collar,married,secondary,no,yes,yes,cellular,apr,failure,no
44,management,married,tertiary,no,yes,no,telephone,apr,other,no
53,management,married,tertiary,no,yes,no,cellular,apr,failure,no
48,management,married,secondary,no,yes,no,cellular,apr,unknown,no
35,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
39,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
39,entrepreneur,divorced,tertiary,no,no,no,cellular,apr,unknown,no
40,services,divorced,primary,no,yes,no,cellular,apr,failure,yes
25,technician,single,secondary,no,yes,no,cellular,apr,unknown,no
41,admin.,single,secondary,no,yes,no,cellular,apr,unknown,no
33,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
44,self-employed,single,secondary,no,yes,no,telephone,apr,unknown,no
37,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
37,management,married,tertiary,no,yes,no,cellular,apr,failure,no
52,admin.,married,primary,no,yes,no,cellular,apr,unknown,no
34,management,single,tertiary,no,yes,no,cellular,apr,failure,no
32,management,single,tertiary,no,yes,no,cellular,apr,failure,no
35,services,married,secondary,no,yes,no,telephone,apr,unknown,no
35,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,no
36,entrepreneur,married,secondary,no,yes,yes,cellular,apr,unknown,no
34,admin.,married,secondary,no,yes,no,cellular,apr,failure,no
33,services,single,secondary,no,yes,no,cellular,apr,failure,no
38,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,no
37,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,no
54,blue-collar,single,secondary,no,yes,no,cellular,apr,failure,no
33,management,divorced,tertiary,no,yes,yes,cellular,apr,other,no
53,management,married,secondary,no,yes,no,cellular,apr,unknown,no
31,admin.,married,secondary,no,yes,yes,cellular,apr,failure,no
33,management,married,tertiary,no,yes,yes,cellular,apr,unknown,no
33,blue-collar,single,unknown,no,yes,no,cellular,apr,unknown,no
42,blue-collar,divorced,secondary,no,yes,no,cellular,apr,unknown,no
53,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
41,services,married,secondary,no,yes,no,cellular,apr,other,no
50,admin.,divorced,secondary,no,yes,no,cellular,apr,unknown,no
33,services,single,secondary,no,yes,no,cellular,apr,failure,no
41,technician,married,secondary,no,yes,yes,cellular,apr,other,no
48,management,single,tertiary,no,yes,no,cellular,apr,failure,no
37,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,no
29,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
42,services,married,secondary,no,no,no,cellular,apr,other,no
59,management,married,primary,no,yes,no,cellular,apr,unknown,no
56,retired,married,secondary,no,yes,no,cellular,apr,other,yes
54,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
30,blue-collar,single,primary,no,yes,no,cellular,apr,unknown,no
33,blue-collar,married,secondary,no,yes,yes,cellular,apr,unknown,no
35,admin.,divorced,secondary,no,yes,no,cellular,apr,unknown,no
44,blue-collar,married,primary,no,yes,no,cellular,apr,other,no
34,management,divorced,tertiary,no,yes,no,cellular,apr,unknown,no
35,management,married,tertiary,no,yes,yes,cellular,apr,unknown,no
42,services,married,secondary,no,yes,no,cellular,apr,unknown,no
28,housemaid,single,secondary,no,yes,no,cellular,apr,unknown,no
34,services,single,secondary,no,yes,no,cellular,apr,failure,no
44,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
44,technician,married,secondary,no,yes,yes,cellular,apr,unknown,no
43,admin.,married,secondary,no,yes,no,cellular,apr,unknown,no
43,admin.,single,tertiary,no,yes,no,cellular,apr,unknown,no
47,blue-collar,married,secondary,no,yes,no,telephone,apr,unknown,no
52,management,married,primary,no,yes,no,cellular,apr,failure,no
34,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,no
55,admin.,married,secondary,no,yes,no,cellular,apr,failure,no
40,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
25,student,single,secondary,no,no,no,cellular,apr,failure,no
36,services,married,secondary,no,yes,yes,cellular,apr,failure,no
37,services,married,secondary,no,yes,no,cellular,apr,unknown,no
37,services,married,secondary,no,yes,no,cellular,apr,unknown,no
28,student,single,secondary,no,yes,no,cellular,apr,unknown,no
46,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
34,services,married,secondary,no,yes,yes,cellular,apr,failure,no
64,retired,married,primary,no,no,no,cellular,apr,unknown,no
